,MouseID,BRAF_N,pERK_N,S6_N,pGSK3B_N,CaNA_N,CDK5_N,pNUMB_N,DYRK1A_N,ITSN1_N,SOD1_N,GFAP_N,Genotype,Treatment,Behavior,Class
529,3490_5,0.25415568,0.365699874,0.372686245,0.145594872,1.302701289,0.295899012,0.29875043,0.30711911,0.522412014,0.900836868,0.107332069,1,1,0,5
530,3490_6,0.270009643,0.378134041,0.350626232,0.145145909,1.272299574,0.281772522,0.298457088,0.327989392,0.557618129,0.931774349,0.109733613,1,1,0,5
531,3490_7,0.25780693,0.342506773,0.323888001,0.142688977,1.367022618,0.300344741,0.282047626,0.275488379,0.469841723,0.783972622,0.105776507,1,1,0,5
532,3490_8,0.269943124,0.351028146,0.288638435,0.134499047,1.341261291,0.27753377,0.275193233,0.287589325,0.481697535,0.798308298,0.105660065,1,1,0,5
533,3490_9,0.279215921,0.354331887,0.291280299,0.132991703,1.295835367,0.28306491,0.281610055,0.298368996,0.510549155,0.822684423,0.106881406,1,1,0,5
534,3490_10,0.219641118,0.28321046,0.341543156,0.160854403,1.424585876,0.292720139,0.217415496,0.2079566,0.368062317,0.571706774,0.120313862,1,1,0,5
535,3490_11,0.22731189,0.274554854,0.324472076,0.161217708,1.46017794,0.291885518,0.224727168,0.22501436,0.38584147,0.588885698,0.120913281,1,1,0,5
536,3490_12,0.265037911,0.327548441,0.324740614,0.153920205,1.429992513,0.288587015,0.260994103,0.249705139,0.441786015,0.691828138,0.120975505,1,1,0,5
537,3490_13,0.228975145,0.255703098,0.32382311,0.160199715,1.462624822,0.290442225,0.211610487,0.196118488,0.34865509,0.534899557,0.120542083,1,1,0,5
538,3490_14,0.250948509,0.270822042,0.308412502,0.156546881,1.380558998,0.278948093,0.222222222,0.227461608,0.385727191,0.567841012,0.125017211,1,1,0,5
539,3490_15,0.283575884,0.302494802,0.297769824,0.153772026,1.397301762,0.28469163,0.253222453,0.232640333,0.423284823,0.647609148,0.112610132,1,1,0,5
540,3516_1,0.194521459,0.250526783,0.387580621,0.143017849,1.070046498,0.276061197,0.264389487,0.233226128,0.384939559,0.745813463,0.12719364,1,1,0,5
541,3516_2,0.19010186,0.249667848,0.393677942,0.149118119,1.095059937,0.273955868,0.268379097,0.229960142,0.393600531,0.742581931,0.126288463,1,1,0,5
542,3516_3,0.185866921,0.244790014,0.391182645,0.148977529,1.081486665,0.280149289,0.248069396,0.22331535,0.369829684,0.710568074,0.127361791,1,1,0,5
543,3516_4,0.199859846,0.25311843,0.542838517,0.154032408,1.110448873,0.265505681,0.269376314,0.224246671,0.387386125,0.686755431,0.133171913,1,1,0,5
544,3516_5,0.190319177,0.256924294,0.553505882,0.153129412,1.099105882,0.267670588,0.255341599,0.218939594,0.358612503,0.680954893,0.136188235,1,1,0,5
545,3516_6,0.204412719,0.230889033,0.554844869,0.154844869,1.106921241,0.265871122,0.24633355,0.212589228,0.349772875,0.651265412,0.133365155,1,1,0,5
546,3516_7,0.191840699,0.256597054,0.482259151,0.147877835,1.034807995,0.251628116,0.26145378,0.210781933,0.338513842,0.628784199,0.127105322,1,1,0,5
547,3516_8,0.190036607,0.233646347,0.466598732,0.15160779,1.060235507,0.242980072,0.255132898,0.214228872,0.332007003,0.631067961,0.1328125,1,1,0,5
548,3516_9,0.185712211,0.206330768,0.477343841,0.152740758,1.090740526,0.250666358,0.238275011,0.182517787,0.298969072,0.567010309,0.133619191,1,1,0,5
549,3516_10,0.237375669,0.232593726,0.711441214,0.154235145,0.977876106,0.24494311,0.274100995,0.230489671,0.315416985,0.622991584,0.142067004,1,1,0,5
550,3516_11,0.191317145,0.232339956,0.63848808,0.15119197,0.964711418,0.240903388,0.264348786,0.212104489,0.316777042,0.599521707,0.143350063,1,1,0,5
551,3516_12,0.183879093,0.20822838,0.625994273,0.159242762,1.014794782,0.244670697,0.245843829,0.184718724,0.300083963,0.546599496,0.14922049,1,1,0,5
552,3516_13,0.188876529,0.231590656,0.551625239,0.153537285,0.926386233,0.205736138,0.269410456,0.170634038,0.286318131,0.527697442,0.134608031,1,1,0,5
553,3516_14,0.193280977,0.215095986,0.522017459,0.150727449,0.942386033,0.219204656,0.261780105,0.180628272,0.27530541,0.513743455,0.16042677,1,1,0,5
554,3516_15,0.17947142,0.205695554,0.52571996,0.160079444,0.830387289,0.218470705,0.259373079,0.17844704,0.264085228,0.491497644,0.141608739,1,1,0,5
555,J2292_1,0.265654478,0.313179409,0.514733419,0.158322657,1.256430472,0.299694491,0.361333214,0.277423412,0.487108077,0.508399964,0.115206465,1,1,0,5
556,J2292_2,0.224589872,0.304654066,0.512655087,0.162679901,1.200942928,0.302084367,0.385074893,0.283077746,0.475838088,0.499554208,0.122878412,1,1,0,5
557,J2292_3,0.21270436,0.295470027,0.519054726,0.166119403,1.182587065,0.298955224,0.352094687,0.268051771,0.46278951,0.490548365,0.118059701,1,1,0,5
558,J2292_4,0.216662893,0.288997057,0.45340988,0.152103968,1.295880386,0.296258911,0.347068146,0.239189495,0.383178628,0.468983473,0.121695792,1,1,0,5
559,J2292_5,0.216906435,0.286941006,0.448035771,0.156499521,1.2772916,0.299776429,0.349169176,0.242444519,0.378721981,0.462138954,0.125391249,1,1,0,5
560,J2292_6,0.219055013,0.289485359,0.447519145,0.163395328,1.268807517,0.309028895,0.357253771,0.240794144,0.380102041,0.468500444,0.126649077,1,1,0,5
561,J2292_7,0.225227832,0.285693621,0.416091593,0.149623588,1.22718005,0.282622334,0.348907855,0.243309706,0.377694199,0.447273253,0.111747177,1,1,0,5
562,J2292_8,0.228013508,0.304066951,0.415991272,0.146820449,1.238700125,0.287484414,0.358684481,0.252385846,0.402437234,0.444134488,0.125389651,1,1,0,5
563,J2292_9,0.229681979,0.297261484,0.428514568,0.155628085,1.182216208,0.297643687,0.371908127,0.243227326,0.402532391,0.462308598,0.124661678,1,1,0,5
564,J2292_10,0.252959145,0.311951126,0.380452022,0.149484536,1.213124504,0.27131245,0.374761359,0.294578083,0.398052692,0.487781596,0.116970658,1,1,0,5
565,J2292_11,0.268556005,0.308463466,0.384805864,0.145007924,1.191461965,0.278823296,0.384037016,0.291497976,0.385964912,0.464237517,0.125594295,1,1,0,5
566,J2292_12,0.263239273,0.305759567,0.385259468,0.147307954,1.093661766,0.276117223,0.398337843,0.271356784,0.396405102,0.505411674,0.119365203,1,1,0,5
567,J2292_13,0.246803069,0.296888321,0.371650388,0.146255948,1.09679439,0.278111695,0.381287298,0.253623188,0.368712702,0.443947144,0.120460806,1,1,0,5
568,J2292_14,0.252136752,0.299358974,0.355687292,0.140422379,1.076818575,0.266765469,0.378632479,0.237820513,0.371794872,0.451709402,0.126466593,1,1,0,5
569,J2292_15,0.242791475,0.308399499,0.360576923,0.144230769,1.060774162,0.290680473,0.381111575,0.236523193,0.371500209,0.452778939,0.113658777,1,1,0,5
570,3414_1,0.721015489,1.06278068,0.452925353,0.158989016,1.829242322,0.296906523,0.294748419,0.838053341,1.006323893,0.322151957,0.099921542,0,0,1,2
571,3414_2,0.786905556,1.072905747,0.45064666,0.152231118,1.831980292,0.293712558,0.314400076,0.938244544,1.077099018,0.335938245,0.101170147,0,0,1,2
572,3414_3,0.757631553,1.120069774,0.432925485,0.151069224,1.809744268,0.289792769,0.317666441,0.956488032,1.10844074,0.344510127,0.095458554,0,0,1,2
573,3414_4,0.631211358,0.885161438,0.381434228,0.156034609,1.795497874,0.297844259,0.278452027,0.731738035,0.944240898,0.298488665,0.107493767,0,0,1,2
574,3414_5,0.686863905,0.930177515,0.39838553,0.15240302,1.823529412,0.293818671,0.288757396,0.815502959,1.00556213,0.312426036,0.103520442,0,0,1,2
575,3414_6,0.676845084,0.938693704,0.396880667,0.145593036,1.805875952,0.289735219,0.288375383,0.807474652,0.925253478,0.311483141,0.100616612,0,0,1,2
576,3414_7,0.636524561,0.893937159,0.334481769,0.154273136,1.811943727,0.279835391,0.276294439,0.668977725,0.903673108,0.299454197,0.104794717,0,0,1,2
577,3414_8,0.639759222,0.940114215,0.344910757,0.151278341,1.750795948,0.269561023,0.287853064,0.776663065,0.916962494,0.319339404,0.102460203,0,0,1,2
578,3414_9,0.609678398,0.836165049,0.351304847,0.149603288,1.739986617,0.284294045,0.281705097,0.646086165,0.942657767,0.31568568,0.103814167,0,0,1,2
579,3414_10,0.566196667,0.822926204,0.330581761,0.162866876,1.664832285,0.275681342,0.264603552,0.602819996,0.835561253,0.305255448,0.108228512,0,0,1,2
580,3414_11,0.665397067,0.757760427,0.343985211,0.161362736,1.706985343,0.263567939,0.301656827,0.625976005,0.806893925,0.313273662,0.10920375,0,0,1,2
581,3414_12,0.653183666,0.779562609,0.337064197,0.154123247,1.658304387,0.271452464,0.28469131,0.605380298,0.875749952,0.319140701,0.101119259,0,0,1,2
582,3414_13,0.617933723,0.686593026,0.319453588,0.16441738,1.657669519,0.247202107,0.273337665,0.555122374,0.726229153,0.316222655,0.1040158,0,0,1,2
583,3414_14,0.594588882,0.725005284,0.29973822,0.16197644,1.65117801,0.266361257,0.257239484,0.543225534,0.757767914,0.285140562,0.102257853,0,0,1,2
584,3414_15,0.557176572,0.675820639,0.313016696,0.159507213,1.595396337,0.254174096,0.2649646,0.574554817,0.714868054,0.300150182,0.098395202,0,0,1,2
585,3416_1,0.471133005,0.721083744,0.604537055,0.175173644,1.796278596,0.305295355,0.307487685,0.641871921,0.8591133,0.308866995,0.121264258,0,0,1,2
586,3416_2,0.496453182,0.744527767,0.581503035,0.165696765,1.720543145,0.30117014,0.30016214,0.673084718,0.877280097,0.313842724,0.115825042,0,0,1,2
587,3416_3,0.516990291,0.817253236,0.577013631,0.169888476,1.690148699,0.296964064,0.303296926,0.660194175,0.828580097,0.3177589,0.118215613,0,0,1,2
588,3416_4,0.48181134,0.694932263,0.527723924,0.162543622,1.720201629,0.294920512,0.28386854,0.571500251,0.747992975,0.310461616,0.115471113,0,0,1,2
589,3416_5,0.492554707,0.713064871,0.50104562,0.157152815,1.616373635,0.286809697,0.294445164,0.540852001,0.738702577,0.310501101,0.117806522,0,0,1,2
590,3416_6,0.457735656,0.6484375,0.51529644,0.155849085,1.633189099,0.272071662,0.294185451,0.649590164,0.728995902,0.3046875,0.115691187,0,0,1,2
591,3416_7,0.420430108,0.60906298,0.451207933,0.158877519,1.641206878,0.286633611,0.280952381,0.474654378,0.671428571,0.294162826,0.118894398,0,0,1,2
592,3416_8,0.426080364,0.545564822,0.431358602,0.151000915,1.607865054,0.282898079,0.278089462,0.46444276,0.66899166,0.287945413,0.113809572,0,0,1,2
593,3416_9,0.484055212,0.572584484,0.449623595,0.152933897,1.616376199,0.285139734,0.285578296,0.542598762,0.673647469,0.298746629,0.119418377,0,0,1,2
594,3416_10,0.373306905,0.453254047,0.480207352,0.187873076,1.698083569,0.297832234,0.246613809,0.418401057,0.53534853,0.25140403,0.124568018,0,0,1,2
595,3416_11,0.378352642,0.480558641,0.452410383,0.201328801,1.690822002,0.289555006,0.227582923,0.406919537,0.520234883,0.239803206,0.125154512,0,0,1,2
596,3416_12,0.379160888,0.506414702,0.448723758,0.171726325,1.648240447,0.302220208,0.239771151,0.44573509,0.584778086,0.251213592,0.121129739,0,0,1,2
597,3416_13,0.448260073,0.574862637,0.473154999,0.181749194,1.652437868,0.288749763,0.301739927,0.511217949,0.65728022,0.331959707,0.132043256,0,0,1,2
598,3416_14,0.349498926,0.414817466,0.451701932,0.187304508,1.520331187,0.292180313,0.238010021,0.392627058,0.503042233,0.260021475,0.134314627,0,0,1,2
599,3416_15,0.391166568,0.483065954,0.453127901,0.18321886,1.565064043,0.292741786,0.254109725,0.440879382,0.539512775,0.281243811,0.13049935,0,0,1,2
600,3417_1,0.40581985,0.689688481,0.477183705,0.172052487,1.695750098,0.313650607,0.334218788,0.449649843,0.648031876,0.258391693,0.12377595,0,0,1,2
601,3417_2,0.383667372,0.751773933,0.453212224,0.166903207,1.626927808,0.302204561,0.349060127,0.486866675,0.681812523,0.265405204,0.120541205,0,0,1,2
602,3417_3,0.422526042,0.768619792,0.468788599,0.158669834,1.690736342,0.313254157,0.354947917,0.52421875,0.700130208,0.275130208,0.120760095,0,0,1,2
603,3417_4,0.347280924,0.612285151,0.460610537,0.170974889,1.590965042,0.303791236,0.311355311,0.427303466,0.579740772,0.254860524,0.127400295,0,0,1,2
604,3417_5,0.379618768,0.657917889,0.449145452,0.163499462,1.551093582,0.297717222,0.326099707,0.434017595,0.563343109,0.262756598,0.121668459,0,0,1,2
605,3417_6,0.404773046,0.674465762,0.418904404,0.159446235,1.544695071,0.304570951,0.328029949,0.467165809,0.6284511,0.2749961,0.123165055,0,0,1,2
606,3417_7,0.348099117,0.55431093,0.415570345,0.16437084,1.527317753,0.320074292,0.279531568,0.369484046,0.485913103,0.259674134,0.125058041,0,0,1,2
607,3417_8,0.352338364,0.616172909,0.409221902,0.163810102,1.504322767,0.30562718,0.309483883,0.403018446,0.530091299,0.272964412,0.126346125,0,0,1,2
608,3417_9,0.365637066,0.597876448,0.411648418,0.157086375,1.516119221,0.29622871,0.313513514,0.408687259,0.56988417,0.285521236,0.124695864,0,0,1,2
609,3417_10,0.351038251,0.570054645,0.393201931,0.172968624,1.439058729,0.288616251,0.308415301,0.413551913,0.502295082,0.286338798,0.141391794,0,0,1,2
610,3417_11,0.373349057,0.616509434,0.40103751,0.169992019,1.451715882,0.330207502,0.335377358,0.418160377,0.523820755,0.291981132,0.133479649,0,0,1,2
611,3417_12,0.365714286,0.571190476,0.383138729,0.15574906,1.424500297,0.320007916,0.331428571,0.407619048,0.540952381,0.296904762,0.12566792,0,0,1,2
612,3417_13,0.35085448,0.517348524,0.384038029,0.159619715,1.415561671,0.308481361,0.336872087,0.358104609,0.463231486,0.320041429,0.15486615,0,0,1,2
613,3417_14,0.35030104,0.542966612,0.380096227,0.168397063,1.402633578,0.320587491,0.348932677,0.377394636,0.486590038,0.318007663,0.151430742,0,0,1,2
614,3417_15,0.382156754,0.521956643,0.361733931,0.161684106,1.398355755,0.30941704,0.369927738,0.495831017,0.5,0.327404113,0.137518685,0,0,1,2
615,3429_1,0.696480938,1.397094108,0.569476789,0.133830151,1.65308182,0.283651607,0.372833911,0.853105838,1.071847507,0.290055985,0.103477721,0,0,1,2
616,3429_2,0.762608117,1.378310047,0.560110761,0.146911776,1.597492501,0.289516191,0.370725216,0.872787758,0.980172987,0.290086494,0.115760326,0,0,1,2
617,3429_3,0.713297872,1.358909574,0.56633359,0.150499616,1.640584166,0.295849347,0.368218085,0.88856383,1.071409574,0.28856383,0.113374327,0,0,1,2
618,3429_4,0.593434775,1.171482305,0.510617573,0.138905124,1.546269238,0.264854861,0.367242264,0.765429988,0.92648316,0.289109249,0.107052406,0,0,1,2
619,3429_5,0.647421621,1.101764605,0.530419546,0.149518154,1.500340699,0.261364743,0.367997259,0.799383245,0.889155388,0.295871167,0.116616373,0,0,1,2
620,3429_6,0.642018779,1.154091214,0.524154826,0.150612445,1.543263106,0.287898089,0.378940309,0.712608987,0.908283032,0.287894031,0.113963743,0,0,1,2
621,3429_7,0.624889086,0.967613132,0.422827981,0.134055265,1.493154095,0.252178242,0.357364685,0.629769299,0.741792369,0.289929015,0.108414239,0,0,1,2
622,3429_8,0.519635496,0.901497071,0.445572407,0.148727984,1.411081213,0.246330724,0.355391625,0.682577566,0.73117813,0.280538078,0.116927593,0,0,1,2
623,3429_9,0.514787636,0.976873471,0.453280808,0.145389634,1.450695556,0.275390865,0.355792751,0.697576162,0.737825217,0.283299978,0.117074972,0,0,1,2
624,3429_10,0.522568997,0.887799845,0.389424733,0.130037892,1.214261109,0.21736135,0.372710859,0.6327057,0.677585762,0.309001806,0.099896659,0,0,1,2
625,3429_11,0.519440915,0.889707751,0.395348837,0.137175598,1.164981463,0.214694978,0.389580686,0.62566709,0.686404066,0.302414231,0.110717897,0,0,1,2
626,3429_12,0.527169714,0.897244399,0.410550061,0.147492625,1.217768523,0.21933021,0.374710276,0.590007726,0.765130054,0.319340716,0.123026202,0,0,1,2
627,3429_13,0.448634956,0.694061357,0.401052059,0.136042082,1.115545075,0.204970071,0.361666198,0.489164087,0.644807205,0.277793414,0.098857247,0,0,1,2
628,3429_14,0.480979062,0.818342672,0.395661527,0.135891,1.102545715,0.19756185,0.392509584,0.538779121,0.627248599,0.292244176,0.114736465,0,0,1,2
629,3429_15,0.39943899,0.747545582,0.426822377,0.142399699,1.159540403,0.210585798,0.367180926,0.5085554,0.614586255,0.279102384,0.124882275,0,0,1,2
630,3504_1,0.814083383,1.152503491,0.592285971,0.182004877,1.686240534,0.279681684,0.337622182,0.992220227,1.151506084,0.275882705,0.120523681,0,0,1,2
631,3504_2,0.747672806,1.24499901,0.616173416,0.183411215,1.658813603,0.285241433,0.317686671,0.928896811,1.061695385,0.27332145,0.121819834,0,0,1,2
632,3504_3,0.777426766,1.214244687,0.61460974,0.176117412,1.800200133,0.289192795,0.298870381,0.957687153,1.097645032,0.266417768,0.11694463,0,0,1,2
633,3504_4,0.646522662,0.93307529,0.4893753,0.17486819,1.552644192,0.26737498,0.31277313,0.887376701,0.972655762,0.279685354,0.11679182,0,0,1,2
634,3504_5,0.707543709,1.036679301,0.531095124,0.177378098,1.558673062,0.266826539,0.301381587,0.713779191,1.007702653,0.266413987,0.11598721,0,0,1,2
635,3504_6,0.649848393,1.01552456,0.566129698,0.170673276,1.657414292,0.276249484,0.291934506,0.836870831,0.988841722,0.269375379,0.116232962,0,0,1,2
636,3504_7,0.676445335,0.967372639,0.485492825,0.178799623,1.541636116,0.25243532,0.308242702,0.750715512,0.934029765,0.270034345,0.115324186,0,0,1,2
637,3504_8,0.621764542,0.94670192,0.468556061,0.165080679,1.475796442,0.254344228,0.284302811,0.743111606,0.905093237,0.27136098,0.115535788,0,0,1,2
638,3504_9,0.594828701,0.762637363,0.487334268,0.168050016,1.634364558,0.26452517,0.265675501,0.702003878,0.845378151,0.245378151,0.117279293,0,0,1,2
639,3504_10,0.59097621,0.907957342,0.450702341,0.166153846,1.326688963,0.230234114,0.306152584,0.676784249,0.743724364,0.261525841,0.115317726,0,0,1,2
640,3504_11,0.575340272,0.764611689,0.44049047,0.163001466,1.347194456,0.231773957,0.292714171,0.620656525,0.850280224,0.261008807,0.116086899,0,0,1,2
641,3504_12,0.566843345,0.808745583,0.464681927,0.166549642,1.426625474,0.244909423,0.2651649,0.657391048,0.730418139,0.233951708,0.112203342,0,0,1,2
642,3504_13,0.479192676,0.691635456,0.419542083,0.167849081,1.211222186,0.206546275,0.313774449,0.647732002,0.677070329,0.257594673,0.118832635,0,0,1,2
643,3504_14,0.550500098,0.625024515,0.430488199,0.163110249,1.225024248,0.209990301,0.287507354,0.567562267,0.702098451,0.255148068,0.117685095,0,0,1,2
644,3504_15,0.512253992,0.603973264,0.421105697,0.165854478,1.23676693,0.222651655,0.275900483,0.490716673,0.592461938,0.233939844,0.117123173,0,0,1,2
645,3505_1,0.761882872,1.381722902,0.534289401,0.205786026,1.872618102,0.317487098,0.429346327,0.917992093,1.336397904,0.408660476,0.104555379,0,0,1,2
646,3505_2,0.784348919,1.208651171,0.561645218,0.196921524,1.940550088,0.330406258,0.426635556,0.945885309,1.29875258,0.382751503,0.110976533,0,0,1,2
647,3505_3,0.767492584,1.272465538,0.548377552,0.185965085,1.864434362,0.336127823,0.423660792,0.945123015,1.200488571,0.3722736,0.105976921,0,0,1,2
648,3505_4,0.671568037,1.086778354,0.44288997,0.193295485,1.985739389,0.328737497,0.383512113,0.814390744,1.124141256,0.346872364,0.107326304,0,0,1,2
649,3505_5,0.673787806,1.083533365,0.44117247,0.190424374,1.997755713,0.319572905,0.386101776,0.796207393,1.052328373,0.348655785,0.102625136,0,0,1,2
650,3505_6,0.651803666,1.005558841,0.445371367,0.182117869,2.031485468,0.32090958,0.386871674,0.861265523,1.039503253,0.337788291,0.105489774,0,0,1,2
651,3505_7,0.650880568,0.913127127,0.422476587,0.18877905,1.9236906,0.321453347,0.368506734,0.808938878,1.042622466,0.344383602,0.111949358,0,0,1,2
652,3505_8,0.599318956,0.957860386,0.418621054,0.192999471,2.00167519,0.327190972,0.366203178,0.784335982,0.900113507,0.32392168,0.11020984,0,0,1,2
653,3505_9,0.563296286,0.819869883,0.415857886,0.187694974,1.933968804,0.311091854,0.361344538,0.646110057,0.936297099,0.311873136,0.111091854,0,0,1,2
654,3505_10,0.537024101,0.811037373,0.387450319,0.185836445,1.818017584,0.300855113,0.342996856,0.623297241,0.885260217,0.328501572,0.120799711,0,0,1,2
655,3505_11,0.569492138,0.760347009,0.400593105,0.181020635,1.898183615,0.338069937,0.366708838,0.718597506,0.85938912,0.321706127,0.113307797,0,0,1,2
656,3505_12,0.530092205,0.694551551,0.403316264,0.18093148,1.836625213,0.295537674,0.349706622,0.613746857,0.840737636,0.321039396,0.111436235,0,0,1,2
657,3505_13,0.583182312,0.778905401,0.393948517,0.191329219,1.777359627,0.287821767,0.328561073,0.64516129,0.856832186,0.324574121,0.105976216,0,0,1,2
658,3505_14,0.589907087,0.76753507,0.404722011,0.198476771,1.832140137,0.313175933,0.33977045,0.599744944,0.805064675,0.304244853,0.112718964,0,0,1,2
659,3505_15,0.517468806,0.714616756,0.392568175,0.190140845,1.770902008,0.295325142,0.343493761,0.619073084,0.840106952,0.304812834,0.118969134,0,0,1,2
660,3522_1,0.635878165,0.973101266,0.673622378,0.200335664,1.654321678,0.298909091,0.429588608,0.713212025,1.077531646,0.375296677,0.124475524,0,0,1,2
661,3522_2,0.612365438,0.842621701,0.701177541,0.196541328,1.648273508,0.302349394,0.418500524,0.751167,1.043822044,0.346384681,0.121963707,0,0,1,2
662,3522_3,0.616273517,0.931429663,0.692521719,0.196581682,1.631082846,0.305377321,0.449909273,0.758857798,1.053672047,0.354598415,0.126852535,0,0,1,2
663,3522_4,0.536069652,0.668781095,0.605490556,0.18811654,1.696719431,0.30373939,0.371393035,0.551741294,0.772761194,0.344278607,0.122658102,0,0,1,2
664,3522_5,0.470922336,0.722558341,0.630080682,0.179327143,1.679479373,0.288019485,0.383380664,0.612544759,0.848252871,0.347203358,0.121479677,0,0,1,2
665,3522_6,0.457129209,0.686887987,0.612881356,0.182372881,1.665310734,0.297175141,0.379508001,0.57797946,0.838309052,0.311798424,0.127231638,0,0,1,2
666,3522_7,0.487826214,0.62297711,0.582406377,0.175565443,1.549870226,0.299684835,0.346697769,0.595567867,0.790785829,0.325703455,0.125602521,0,0,1,2
667,3522_8,0.521285838,0.663046626,0.594117094,0.176581148,1.667700404,0.295179025,0.359687228,0.513900956,0.807413843,0.304952215,0.125928014,0,0,1,2
668,3522_9,0.443937509,0.650490806,0.586926026,0.172449266,1.66557561,0.294398204,0.349785704,0.569611503,0.71312042,0.288815153,0.131581408,0,0,1,2
669,3522_10,0.520008425,0.669334457,0.498121713,0.197721012,1.391810669,0.289256198,0.396377422,0.578980623,0.722620051,0.364363943,0.139619334,0,0,1,2
670,3522_11,0.509000989,0.633234421,0.499937601,0.189816548,1.346312243,0.265443654,0.359248269,0.555489614,0.713155292,0.325420376,0.136528142,0,0,1,2
671,3522_12,0.504076357,0.611851263,0.555526692,0.197817898,1.502662683,0.285231848,0.3543448,0.526943726,0.679459137,0.318154703,0.133004286,0,0,1,2
672,3522_13,0.524868783,0.597100725,0.487732458,0.192842632,1.322394124,0.288951399,0.379155211,0.570857286,0.717570607,0.365908523,0.12877012,0,0,1,2
673,3522_14,0.500112537,0.539050191,0.500957854,0.199074074,1.462324393,0.287356322,0.329282017,0.483457124,0.636506865,0.309025433,0.134738186,0,0,1,2
674,3522_15,0.46044191,0.596816346,0.532331809,0.198726323,1.512083605,0.285924233,0.344024709,0.481111903,0.665478736,0.321929199,0.136838668,0,0,1,2
675,361_1,0.422972711,0.847396942,0.480213333,0.16816,1.93776,0.323253333,0.384168763,0.525159667,0.786626669,0.350009677,0.118453333,0,0,1,2
676,361_2,0.430229157,0.885714286,0.504407228,0.171606435,2.012505509,0.330817541,0.384885422,0.515455875,0.754168698,0.350658216,0.120041869,0,0,1,2
677,361_3,0.432709659,0.815936936,0.49760419,0.19645643,1.957265433,0.330510363,0.384177035,0.51733308,0.742805585,0.342102764,0.128928014,0,0,1,2
678,361_4,0.390466531,0.685598377,0.416756976,0.158967759,1.946491466,0.322676781,0.37056288,0.464629817,0.66658215,0.322641988,0.115686806,0,0,1,2
679,361_5,0.404947917,0.711979167,0.425263305,0.173676501,2.064797377,0.328799609,0.37890625,0.466666667,0.68984375,0.338411458,0.120457557,0,0,1,2
680,361_6,0.405465192,0.711646064,0.401806025,0.170469429,1.975253326,0.326532019,0.379700716,0.481457385,0.680676643,0.339232271,0.123940167,0,0,1,2
681,361_7,0.387518142,0.638122883,0.374932274,0.156402384,1.932815604,0.307025465,0.358974359,0.416061925,0.598451863,0.312207708,0.117211486,0,0,1,2
682,361_8,0.387867946,0.605139047,0.370682622,0.155289638,1.978152479,0.314839996,0.366726297,0.426573427,0.606440072,0.349975606,0.120478651,0,0,1,2
683,361_9,0.38598988,0.594402277,0.347587217,0.157952568,1.94634191,0.321765406,0.356419987,0.430107527,0.598197343,0.306609741,0.125904221,0,0,1,2
684,361_10,0.376276958,0.562807416,0.371497006,0.16502994,1.878443114,0.304670659,0.344684071,0.412220961,0.575482406,0.3066591,0.111976048,0,0,1,2
685,361_11,0.378154426,0.561393597,0.356104651,0.166182171,1.918362403,0.311652132,0.348022599,0.397928437,0.553483992,0.312806026,0.113008721,0,0,1,2
686,361_12,0.375987666,0.576989786,0.347990992,0.170795306,1.906483347,0.31267038,0.356523415,0.417036038,0.584891116,0.325496242,0.120659002,0,0,1,2
687,361_13,0.379527559,0.55095613,0.337914185,0.155748969,1.742708811,0.287066728,0.340607424,0.492463442,0.556805399,0.324184477,0.111162009,0,0,1,2
688,361_14,0.401793928,0.586706532,0.320960699,0.164847162,1.866500312,0.29897068,0.353265869,0.423413063,0.556117755,0.325436983,0.119463506,0,0,1,2
689,361_15,0.411037325,0.58255095,0.322410148,0.164904863,1.71987315,0.365448505,0.360888482,0.406686512,0.583008931,0.317838333,0.121866506,0,0,1,2
690,363_1,0.692383239,1.077258839,0.73745291,0.167578078,1.585915664,0.309940454,0.36141423,0.787210825,1.085552161,0.315473592,0.114837769,0,0,1,2
691,363_2,0.653374893,0.982695615,0.729760963,0.175597591,1.58804209,0.307280579,0.360597592,0.862424764,1.071259673,0.310189166,0.115199805,0,0,1,2
692,363_3,0.702923849,1.013746454,0.754125719,0.173681933,1.655108474,0.320415353,0.373008946,0.774383592,1.046803404,0.314968361,0.119166821,0,0,1,2
693,363_4,0.623434576,0.904275227,0.712385321,0.161314985,1.609250765,0.312461774,0.344753131,0.687778897,0.942133295,0.310781632,0.119571865,0,0,1,2
694,363_5,0.599467928,0.941619864,0.707708945,0.170091148,1.580024718,0.315309748,0.352645581,0.666568135,0.95876441,0.321164647,0.1216592,0,0,1,2
695,363_6,0.603715603,0.824556502,0.712649017,0.164112092,1.647313826,0.315064251,0.335102668,0.694370722,0.918983098,0.294314848,0.124632296,0,0,1,2
696,363_7,0.601480919,0.936016708,0.627900059,0.165377751,1.579317866,0.30705929,0.373837099,0.715018037,0.925954054,0.332067591,0.112036486,0,0,1,2
697,363_8,0.609106052,0.85582084,0.635971512,0.162002207,1.526632561,0.297522319,0.369794559,0.667406996,0.865630205,0.326855451,0.116962584,0,0,1,2
698,363_9,0.625495853,0.79769203,0.637099191,0.153431226,1.556887424,0.294575966,0.353227551,0.643166246,0.907500902,0.312477461,0.119968035,0,0,1,2
699,363_10,0.581583199,0.799907685,0.616875443,0.155991491,1.487827937,0.309974001,0.357950612,0.629817678,0.807523656,0.337641357,0.120302529,0,0,1,2
